First Word,Second Word,Similarity
lume,morte,0.551
lume,morire,0.717
lume,inferno,0.708
lume,paradiso,0.648
lume,martiro,0.682
lume,tomba,0.701
lume,sepolto,0.675
lume,lutto,0.666
mente,morte,0.722
mente,morire,0.644
mente,inferno,0.672
mente,paradiso,0.783
mente,martiro,0.66
mente,tomba,0.663
mente,sepolto,0.684
mente,lutto,0.663
luce,morte,0.47
luce,morire,0.624
luce,inferno,0.584
luce,paradiso,0.571
luce,martiro,0.559
luce,tomba,0.566
luce,sepolto,0.554
luce,lutto,0.538
nostro,morte,0.573
nostro,morire,0.598
nostro,inferno,0.584
nostro,paradiso,0.623
nostro,martiro,0.617
nostro,tomba,0.605
nostro,sepolto,0.562
nostro,lutto,0.616
mio,morte,0.399
mio,morire,0.247
mio,inferno,0.288
mio,paradiso,0.433
mio,martiro,0.365
mio,tomba,0.328
mio,sepolto,0.32
mio,lutto,0.364
volgere,morte,0.444
volgere,morire,0.287
volgere,inferno,0.481
volgere,paradiso,0.591
volgere,martiro,0.52
volgere,tomba,0.504
volgere,sepolto,0.497
volgere,lutto,0.482
mondo,morte,0.548
mondo,morire,0.69
mondo,inferno,0.571
mondo,paradiso,0.527
mondo,martiro,0.554
mondo,tomba,0.57
mondo,sepolto,0.521
mondo,lutto,0.553
dolce,morte,0.657
dolce,morire,0.519
dolce,inferno,0.573
dolce,paradiso,0.696
dolce,martiro,0.637
dolce,tomba,0.611
dolce,sepolto,0.593
dolce,lutto,0.621
vista,morte,0.821
vista,morire,0.704
vista,inferno,0.698
vista,paradiso,0.836
vista,martiro,0.716
vista,tomba,0.707
vista,sepolto,0.723
vista,lutto,0.726
viso,morte,0.66
viso,morire,0.549
viso,inferno,0.659
viso,paradiso,0.77
viso,martiro,0.644
viso,tomba,0.651
viso,sepolto,0.674
viso,lutto,0.64
