First Word,Second Word,Similarity
avere,pena,0.699
avere,punire,0.719
avere,colpa,0.765
avere,inferno,0.675
avere,appressare,0.683
avere,giusto,0.751
avere,purgare,0.731
non,pena,0.563
non,punire,0.625
non,colpa,0.718
non,inferno,0.533
non,appressare,0.489
non,giusto,0.654
non,purgare,0.562
potere,pena,0.543
potere,punire,0.601
potere,colpa,0.679
potere,inferno,0.499
potere,appressare,0.433
potere,giusto,0.62
potere,purgare,0.552
grazia,pena,0.728
grazia,punire,0.829
grazia,colpa,0.839
grazia,inferno,0.826
grazia,appressare,0.802
grazia,giusto,0.876
grazia,purgare,0.825
mio,pena,0.421
mio,punire,0.346
mio,colpa,0.343
mio,inferno,0.288
mio,appressare,0.356
mio,giusto,0.381
mio,purgare,0.309
Dio,pena,0.628
Dio,punire,0.65
Dio,colpa,0.718
Dio,inferno,0.59
Dio,appressare,0.581
Dio,giusto,0.729
Dio,purgare,0.602
santo,pena,0.734
santo,punire,0.702
santo,colpa,0.568
santo,inferno,0.739
santo,appressare,0.81
santo,giusto,0.69
santo,purgare,0.74
parere,pena,0.804
parere,punire,0.818
parere,colpa,0.73
parere,inferno,0.808
parere,appressare,0.836
parere,giusto,0.808
parere,purgare,0.811
parlare,pena,0.61
parlare,punire,0.665
parlare,colpa,0.763
parlare,inferno,0.592
parlare,appressare,0.562
parlare,giusto,0.721
parlare,purgare,0.559
donna,pena,0.477
donna,punire,0.534
donna,colpa,0.54
donna,inferno,0.574
donna,appressare,0.54
donna,giusto,0.545
donna,purgare,0.465
