First Word,Second Word,Similarity
lume,lume,1.0
lume,mente,0.502
lume,luce,0.803
lume,nostro,0.367
lume,mio,-0.075
lume,volgere,0.187
lume,mondo,0.727
lume,dolce,0.322
lume,vista,0.438
lume,viso,0.435
mente,lume,0.502
mente,mente,1.0
mente,luce,0.6
mente,nostro,0.373
mente,mio,0.388
mente,volgere,0.568
mente,mondo,0.356
mente,dolce,0.624
mente,vista,0.916
mente,viso,0.926
luce,lume,0.803
luce,mente,0.6
luce,luce,1.0
luce,nostro,0.368
luce,mio,0.05
luce,volgere,0.244
luce,mondo,0.542
luce,dolce,0.389
luce,vista,0.509
luce,viso,0.538
nostro,lume,0.367
nostro,mente,0.373
nostro,luce,0.368
nostro,nostro,1.0
nostro,mio,0.5
nostro,volgere,0.526
nostro,mondo,0.414
nostro,dolce,0.584
nostro,vista,0.414
nostro,viso,0.384
mio,lume,-0.075
mio,mente,0.388
mio,luce,0.05
mio,nostro,0.5
mio,mio,1.0
mio,volgere,0.699
mio,mondo,-0.044
mio,dolce,0.758
mio,vista,0.467
mio,viso,0.423
volgere,lume,0.187
volgere,mente,0.568
volgere,luce,0.244
volgere,nostro,0.526
volgere,mio,0.699
volgere,volgere,1.0
volgere,mondo,0.022
volgere,dolce,0.728
volgere,vista,0.597
volgere,viso,0.708
mondo,lume,0.727
mondo,mente,0.356
mondo,luce,0.542
mondo,nostro,0.414
mondo,mio,-0.044
mondo,volgere,0.022
mondo,mondo,1.0
mondo,dolce,0.222
mondo,vista,0.334
mondo,viso,0.257
dolce,lume,0.322
dolce,mente,0.624
dolce,luce,0.389
dolce,nostro,0.584
dolce,mio,0.758
dolce,volgere,0.728
dolce,mondo,0.222
dolce,dolce,1.0
dolce,vista,0.722
dolce,viso,0.632
vista,lume,0.438
vista,mente,0.916
vista,luce,0.509
vista,nostro,0.414
vista,mio,0.467
vista,volgere,0.597
vista,mondo,0.334
vista,dolce,0.722
vista,vista,1.0
vista,viso,0.872
viso,lume,0.435
viso,mente,0.926
viso,luce,0.538
viso,nostro,0.384
viso,mio,0.423
viso,volgere,0.708
viso,mondo,0.257
viso,dolce,0.632
viso,vista,0.872
viso,viso,1.0
