First Word,Second Word,Similarity
lume,essere,0.401
lume,vedere,0.502
lume,non,0.208
lume,andare,0.244
lume,sol,0.824
lume,tempo,0.599
lume,cosa,0.424
lume,lasciare,0.497
lume,Cristo,0.616
lume,mio,-0.075
mente,essere,0.486
mente,vedere,0.51
mente,non,0.423
mente,andare,0.397
mente,sol,0.522
mente,tempo,0.627
mente,cosa,0.656
mente,lasciare,0.481
mente,Cristo,0.598
mente,mio,0.388
luce,essere,0.304
luce,vedere,0.449
luce,non,0.074
luce,andare,0.21
luce,sol,0.679
luce,tempo,0.427
luce,cosa,0.348
luce,lasciare,0.362
luce,Cristo,0.441
luce,mio,0.05
nostro,essere,0.439
nostro,vedere,0.446
nostro,non,0.338
nostro,andare,0.45
nostro,sol,0.576
nostro,tempo,0.555
nostro,cosa,0.433
nostro,lasciare,0.524
nostro,Cristo,0.634
nostro,mio,0.5
mio,essere,0.234
mio,vedere,0.207
mio,non,0.258
mio,andare,0.393
mio,sol,0.11
mio,tempo,0.258
mio,cosa,0.406
mio,lasciare,0.229
mio,Cristo,0.317
mio,mio,1.0
volgere,essere,0.174
volgere,vedere,0.26
volgere,non,0.048
volgere,andare,0.365
volgere,sol,0.269
volgere,tempo,0.246
volgere,cosa,0.276
volgere,lasciare,0.277
volgere,Cristo,0.362
volgere,mio,0.699
mondo,essere,0.529
mondo,vedere,0.468
mondo,non,0.399
mondo,andare,0.321
mondo,sol,0.695
mondo,tempo,0.706
mondo,cosa,0.395
mondo,lasciare,0.507
mondo,Cristo,0.595
mondo,mio,-0.044
dolce,essere,0.479
dolce,vedere,0.4
dolce,non,0.309
dolce,andare,0.515
dolce,sol,0.446
dolce,tempo,0.472
dolce,cosa,0.5
dolce,lasciare,0.451
dolce,Cristo,0.534
dolce,mio,0.758
vista,essere,0.629
vista,vedere,0.508
vista,non,0.538
vista,andare,0.547
vista,sol,0.512
vista,tempo,0.685
vista,cosa,0.743
vista,lasciare,0.628
vista,Cristo,0.666
vista,mio,0.467
viso,essere,0.338
viso,vedere,0.48
viso,non,0.297
viso,andare,0.387
viso,sol,0.477
viso,tempo,0.53
viso,cosa,0.573
viso,lasciare,0.437
viso,Cristo,0.519
viso,mio,0.423
